MaGiaoDich,Ngay,Thang,KhuVuc,TenSanPham,SoLuong,GiaBan,GiaVon,DoanhThu,LoiNhuan
6099,21/11/2023,11,Miền Trung,Laptop Dell,1,15000000,13200000,15000000,1800000
6100,26/11/2023,11,Miền Bắc,Chuột quang,9,198000,100000,1782000,882000
6101,22/02/2023,2,Miền Nam,Điện thoại,3,7840000,6000000,23520000,5520000
6102,08/01/2023,1,Miền Bắc,Tai nghe,4,480000,250000,1920000,920000
6103,16/01/2023,1,Miền Nam,Chuột quang,3,202000,100000,606000,306000
6104,16/11/2023,11,Miền Trung,Tai nghe,3,495000,275000,1485000,660000
6105,28/09/2023,9,Miền Bắc,Bàn phím,4,800000,500000,3200000,1200000
6106,24/01/2023,1,Miền Nam,Laptop Dell,7,14400000,12000000,100800000,16800000
6107,07/04/2023,4,Miền Trung,Chuột quang,2,208000,110000,416000,196000
6108,04/02/2023,2,Miền Nam,Điện thoại,7,8000000,6000000,56000000,14000000
6109,21/12/2023,12,Miền Nam,Laptop Dell,6,14700000,12000000,88200000,16200000
6110,15/06/2023,6,Miền Nam,Laptop Dell,4,14250000,12000000,57000000,9000000
6111,20/07/2023,7,Miền Trung,Bàn phím,1,816000,550000,816000,266000
6112,02/09/2023,9,Miền Trung,Điện thoại,1,7600000,6600000,7600000,1000000
6113,22/09/2023,9,Miền Nam,Bàn phím,1,776000,500000,776000,276000
6114,12/06/2023,6,Miền Bắc,Tai nghe,3,505000,250000,1515000,765000
6115,27/07/2023,7,Miền Bắc,Chuột quang,2,204000,100000,408000,208000
6116,05/06/2023,6,Miền Bắc,Bàn phím,1,784000,500000,784000,284000
6117,04/11/2023,11,Miền Nam,Điện thoại,5,8160000,6000000,40800000,10800000
6118,21/08/2023,8,Miền Trung,Laptop Dell,5,14250000,13200000,71250000,5250000
6119,08/02/2023,2,Miền Nam,Tai nghe,5,520000,250000,2600000,1350000
6120,14/01/2023,1,Miền Nam,Tai nghe,3,480000,250000,1440000,690000
6121,08/04/2023,4,Miền Nam,Chuột quang,2,194000,100000,388000,188000
6122,15/11/2023,11,Miền Trung,Bàn phím,5,832000,550000,4160000,1410000
6123,23/05/2023,5,Miền Nam,Điện thoại,2,7600000,6000000,15200000,3200000
6124,25/04/2023,4,Miền Nam,Tai nghe,5,510000,250000,2550000,1300000
6125,09/02/2023,2,Miền Trung,Điện thoại,1,7840000,6600000,7840000,1240000
6126,01/06/2023,6,Miền Bắc,Điện thoại,1,8320000,6000000,8320000,2320000
6127,16/04/2023,4,Miền Nam,Bàn phím,4,832000,500000,3328000,1328000
6128,05/08/2023,8,Miền Nam,Điện thoại,4,7920000,6000000,31680000,7680000
6129,26/11/2023,11,Miền Trung,Điện thoại,7,7760000,6600000,54320000,8120000
6130,18/01/2023,1,Miền Nam,Điện thoại,1,8240000,6000000,8240000,2240000
6131,11/06/2023,6,Miền Trung,Chuột quang,1,192000,110000,192000,82000
6132,20/02/2023,2,Miền Bắc,Laptop Dell,6,14850000,12000000,89100000,17100000
6133,25/10/2023,10,Miền Bắc,Tai nghe,1,495000,250000,495000,245000
6134,15/05/2023,5,Miền Bắc,Điện thoại,5,7840000,6000000,39200000,9200000
6135,17/04/2023,4,Miền Bắc,Bàn phím,4,832000,500000,3328000,1328000
6136,19/03/2023,3,Miền Bắc,Tai nghe,2,495000,250000,990000,490000
6137,04/07/2023,7,Miền Trung,Laptop Dell,1,15000000,13200000,15000000,1800000
6138,13/11/2023,11,Miền Trung,Tai nghe,8,475000,275000,3800000,1600000
6139,12/09/2023,9,Miền Trung,Tai nghe,4,515000,275000,2060000,960000
6140,05/07/2023,7,Miền Trung,Tai nghe,4,490000,275000,1960000,860000
6141,19/10/2023,10,Miền Bắc,Laptop Dell,1,14400000,12000000,14400000,2400000
6142,10/05/2023,5,Miền Trung,Chuột quang,4,196000,110000,784000,344000
6143,01/11/2023,11,Miền Bắc,Chuột quang,3,200000,100000,600000,300000
6144,20/08/2023,8,Miền Trung,Tai nghe,2,505000,275000,1010000,460000
6145,15/01/2023,1,Miền Bắc,Tai nghe,7,495000,250000,3465000,1715000
6146,03/03/2023,3,Miền Bắc,Chuột quang,4,200000,100000,800000,400000
6147,19/01/2023,1,Miền Trung,Tai nghe,3,475000,275000,1425000,600000
6148,12/12/2023,12,Miền Bắc,Chuột quang,6,190000,100000,1140000,540000
6149,12/12/2023,12,Miền Trung,Tai nghe,6,510000,275000,3060000,1410000
6150,02/01/2023,1,Miền Bắc,Điện thoại,6,7600000,6000000,45600000,9600000
6151,23/02/2023,2,Miền Nam,Bàn phím,4,824000,500000,3296000,1296000
6152,22/03/2023,3,Miền Trung,Bàn phím,3,792000,550000,2376000,726000
6153,16/04/2023,4,Miền Trung,Bàn phím,3,784000,550000,2352000,702000
6154,01/06/2023,6,Miền Bắc,Bàn phím,1,800000,500000,800000,300000
6155,21/08/2023,8,Miền Nam,Chuột quang,5,190000,100000,950000,450000
6156,13/12/2023,12,Miền Bắc,Laptop Dell,9,14850000,12000000,133650000,25650000
6157,15/01/2023,1,Miền Trung,Điện thoại,6,8240000,6600000,49440000,9840000
6158,06/12/2023,12,Miền Bắc,Laptop Dell,1,14700000,12000000,14700000,2700000
6159,17/08/2023,8,Miền Nam,Điện thoại,3,8160000,6000000,24480000,6480000
6160,12/10/2023,10,Miền Trung,Tai nghe,3,505000,275000,1515000,690000
6161,06/12/2023,12,Miền Trung,Bàn phím,5,808000,550000,4040000,1290000
6162,15/12/2023,12,Miền Nam,Bàn phím,8,792000,500000,6336000,2336000
6163,03/05/2023,5,Miền Trung,Bàn phím,5,784000,550000,3920000,1170000
6164,18/03/2023,3,Miền Trung,Laptop Dell,1,14700000,13200000,14700000,1500000
6165,09/03/2023,3,Miền Nam,Bàn phím,2,808000,500000,1616000,616000
6166,13/12/2023,12,Miền Trung,Điện thoại,5,8320000,6600000,41600000,8600000
6167,16/02/2023,2,Miền Bắc,Điện thoại,6,7920000,6000000,47520000,11520000
6168,11/06/2023,6,Miền Bắc,Bàn phím,1,776000,500000,776000,276000
6169,07/08/2023,8,Miền Trung,Bàn phím,5,768000,550000,3840000,1090000
6170,08/11/2023,11,Miền Trung,Laptop Dell,9,15600000,13200000,140400000,21600000
6171,18/01/2023,1,Miền Bắc,Chuột quang,8,208000,100000,1664000,864000
6172,01/08/2023,8,Miền Trung,Tai nghe,4,480000,275000,1920000,820000
6173,23/02/2023,2,Miền Trung,Laptop Dell,8,14250000,13200000,114000000,8400000
6174,06/09/2023,9,Miền Bắc,Laptop Dell,1,14400000,12000000,14400000,2400000
6175,05/09/2023,9,Miền Nam,Bàn phím,2,784000,500000,1568000,568000
6176,06/01/2023,1,Miền Nam,Chuột quang,8,202000,100000,1616000,816000
6177,20/07/2023,7,Miền Bắc,Tai nghe,3,475000,250000,1425000,675000
6178,17/03/2023,3,Miền Nam,Tai nghe,5,490000,250000,2450000,1200000
6179,02/07/2023,7,Miền Nam,Bàn phím,4,792000,500000,3168000,1168000
6180,26/05/2023,5,Miền Bắc,Tai nghe,1,485000,250000,485000,235000
6181,21/02/2023,2,Miền Nam,Bàn phím,3,816000,500000,2448000,948000
6182,06/09/2023,9,Miền Nam,Điện thoại,4,8320000,6000000,33280000,9280000
6183,03/05/2023,5,Miền Nam,Chuột quang,3,198000,100000,594000,294000
6184,04/03/2023,3,Miền Bắc,Tai nghe,1,515000,250000,515000,265000
6185,28/08/2023,8,Miền Bắc,Chuột quang,1,204000,100000,204000,104000
6186,19/10/2023,10,Miền Bắc,Laptop Dell,1,14850000,12000000,14850000,2850000
6187,20/02/2023,2,Miền Bắc,Điện thoại,5,8160000,6000000,40800000,10800000
6188,25/11/2023,11,Miền Trung,Tai nghe,3,490000,275000,1470000,645000
6189,23/05/2023,5,Miền Nam,Bàn phím,1,824000,500000,824000,324000
6190,10/12/2023,12,Miền Bắc,Chuột quang,3,194000,100000,582000,282000
6191,22/06/2023,6,Miền Nam,Điện thoại,3,8320000,6000000,24960000,6960000
6192,27/06/2023,6,Miền Bắc,Tai nghe,1,495000,250000,495000,245000
6193,27/03/2023,3,Miền Trung,Tai nghe,1,475000,275000,475000,200000
6194,03/12/2023,12,Miền Nam,Chuột quang,7,204000,100000,1428000,728000
6195,02/08/2023,8,Miền Bắc,Tai nghe,5,475000,250000,2375000,1125000
6196,18/09/2023,9,Miền Bắc,Laptop Dell,3,14250000,12000000,42750000,6750000
6197,24/12/2023,12,Miền Nam,Chuột quang,4,206000,100000,824000,424000
6198,16/03/2023,3,Miền Bắc,Bàn phím,5,800000,500000,4000000,1500000
6199,20/12/2023,12,Miền Bắc,Tai nghe,1,505000,250000,505000,255000
6200,08/07/2023,7,Miền Bắc,Bàn phím,3,768000,500000,2304000,804000
6201,13/04/2023,4,Miền Bắc,Điện thoại,5,7760000,6000000,38800000,8800000
6202,12/01/2023,1,Miền Nam,Bàn phím,4,808000,500000,3232000,1232000
6203,24/08/2023,8,Miền Bắc,Tai nghe,5,475000,250000,2375000,1125000
6204,27/09/2023,9,Miền Nam,Tai nghe,5,515000,250000,2575000,1325000
6205,21/01/2023,1,Miền Trung,Laptop Dell,9,14700000,13200000,132300000,13500000
6206,10/06/2023,6,Miền Nam,Điện thoại,4,8000000,6000000,32000000,8000000
6207,08/09/2023,9,Miền Trung,Chuột quang,2,208000,110000,416000,196000
6208,20/10/2023,10,Miền Trung,Laptop Dell,1,14850000,13200000,14850000,1650000
6209,06/09/2023,9,Miền Trung,Tai nghe,2,520000,275000,1040000,490000
6210,14/04/2023,4,Miền Trung,Chuột quang,2,200000,110000,400000,180000
6211,15/02/2023,2,Miền Trung,Laptop Dell,6,14850000,13200000,89100000,9900000
6212,10/07/2023,7,Miền Trung,Chuột quang,4,206000,110000,824000,384000
6213,13/04/2023,4,Miền Nam,Tai nghe,5,475000,250000,2375000,1125000
6214,11/01/2023,1,Miền Bắc,Tai nghe,5,500000,250000,2500000,1250000
6215,21/03/2023,3,Miền Nam,Bàn phím,2,816000,500000,1632000,632000
6216,07/03/2023,3,Miền Nam,Tai nghe,1,510000,250000,510000,260000
6217,14/02/2023,2,Miền Bắc,Điện thoại,1,8000000,6000000,8000000,2000000
6218,06/05/2023,5,Miền Nam,Laptop Dell,2,14700000,12000000,29400000,5400000
6219,24/03/2023,3,Miền Bắc,Tai nghe,1,510000,250000,510000,260000
6220,02/11/2023,11,Miền Nam,Điện thoại,6,7760000,6000000,46560000,10560000
6221,13/04/2023,4,Miền Bắc,Tai nghe,4,510000,250000,2040000,1040000
6222,19/09/2023,9,Miền Nam,Chuột quang,1,204000,100000,204000,104000
6223,10/05/2023,5,Miền Nam,Chuột quang,3,192000,100000,576000,276000
6224,09/01/2023,1,Miền Trung,Laptop Dell,3,15300000,13200000,45900000,6300000
6225,16/03/2023,3,Miền Nam,Chuột quang,3,196000,100000,588000,288000
6226,07/08/2023,8,Miền Bắc,Bàn phím,4,776000,500000,3104000,1104000
6227,23/12/2023,12,Miền Bắc,Bàn phím,8,824000,500000,6592000,2592000
6228,05/06/2023,6,Miền Bắc,Điện thoại,4,8320000,6000000,33280000,9280000
6229,19/05/2023,5,Miền Nam,Bàn phím,4,816000,500000,3264000,1264000
6230,05/05/2023,5,Miền Trung,Bàn phím,1,768000,550000,768000,218000
6231,01/10/2023,10,Miền Trung,Laptop Dell,5,15150000,13200000,75750000,9750000
6232,11/12/2023,12,Miền Trung,Laptop Dell,9,15450000,13200000,139050000,20250000
6233,25/07/2023,7,Miền Nam,Chuột quang,3,194000,100000,582000,282000
6234,13/06/2023,6,Miền Bắc,Laptop Dell,3,15600000,12000000,46800000,10800000
6235,18/05/2023,5,Miền Nam,Bàn phím,2,800000,500000,1600000,600000
6236,21/09/2023,9,Miền Trung,Tai nghe,5,505000,275000,2525000,1150000
6237,01/02/2023,2,Miền Bắc,Điện thoại,4,8000000,6000000,32000000,8000000
6238,25/09/2023,9,Miền Nam,Chuột quang,2,192000,100000,384000,184000
6239,10/10/2023,10,Miền Nam,Tai nghe,3,480000,250000,1440000,690000
6240,17/05/2023,5,Miền Trung,Tai nghe,3,500000,275000,1500000,675000
6241,05/05/2023,5,Miền Nam,Chuột quang,3,198000,100000,594000,294000
6242,26/05/2023,5,Miền Trung,Bàn phím,4,808000,550000,3232000,1032000
6243,26/06/2023,6,Miền Bắc,Tai nghe,1,505000,250000,505000,255000
6244,21/03/2023,3,Miền Bắc,Chuột quang,5,190000,100000,950000,450000
6245,17/02/2023,2,Miền Trung,Laptop Dell,9,15000000,13200000,135000000,16200000
6246,06/03/2023,3,Miền Trung,Tai nghe,4,510000,275000,2040000,940000
6247,24/06/2023,6,Miền Bắc,Chuột quang,4,198000,100000,792000,392000
6248,04/11/2023,11,Miền Nam,Điện thoại,8,8320000,6000000,66560000,18560000
6249,02/04/2023,4,Miền Trung,Chuột quang,2,194000,110000,388000,168000
6250,23/06/2023,6,Miền Bắc,Chuột quang,3,206000,100000,618000,318000
6251,11/07/2023,7,Miền Nam,Laptop Dell,3,14400000,12000000,43200000,7200000
6252,27/06/2023,6,Miền Nam,Chuột quang,4,200000,100000,800000,400000
6253,20/01/2023,1,Miền Nam,Laptop Dell,3,14250000,12000000,42750000,6750000
6254,20/03/2023,3,Miền Trung,Bàn phím,4,768000,550000,3072000,872000
6255,09/02/2023,2,Miền Trung,Bàn phím,4,824000,550000,3296000,1096000
6256,15/11/2023,11,Miền Nam,Bàn phím,3,824000,500000,2472000,972000
6257,06/09/2023,9,Miền Trung,Chuột quang,3,196000,110000,588000,258000
6258,17/08/2023,8,Miền Nam,Bàn phím,3,768000,500000,2304000,804000
6259,07/01/2023,1,Miền Trung,Bàn phím,3,760000,550000,2280000,630000
6260,22/08/2023,8,Miền Nam,Chuột quang,2,190000,100000,380000,180000
6261,02/10/2023,10,Miền Bắc,Chuột quang,2,204000,100000,408000,208000
6262,05/02/2023,2,Miền Bắc,Điện thoại,9,7680000,6000000,69120000,15120000
6263,20/11/2023,11,Miền Nam,Điện thoại,8,8240000,6000000,65920000,17920000
6264,24/07/2023,7,Miền Nam,Bàn phím,1,768000,500000,768000,268000
6265,28/09/2023,9,Miền Trung,Chuột quang,3,206000,110000,618000,288000
6266,15/10/2023,10,Miền Nam,Laptop Dell,2,14850000,12000000,29700000,5700000
6267,05/08/2023,8,Miền Bắc,Điện thoại,5,8240000,6000000,41200000,11200000
6268,19/02/2023,2,Miền Trung,Tai nghe,1,475000,275000,475000,200000
6269,06/04/2023,4,Miền Nam,Điện thoại,3,8160000,6000000,24480000,6480000
6270,13/01/2023,1,Miền Nam,Tai nghe,9,510000,250000,4590000,2340000
6271,16/12/2023,12,Miền Trung,Tai nghe,1,510000,275000,510000,235000
6272,06/12/2023,12,Miền Bắc,Bàn phím,6,808000,500000,4848000,1848000
6273,08/09/2023,9,Miền Trung,Tai nghe,4,485000,275000,1940000,840000
6274,13/03/2023,3,Miền Nam,Điện thoại,2,7680000,6000000,15360000,3360000
6275,24/02/2023,2,Miền Bắc,Laptop Dell,7,14400000,12000000,100800000,16800000
6276,26/02/2023,2,Miền Nam,Bàn phím,3,832000,500000,2496000,996000
6277,24/08/2023,8,Miền Trung,Laptop Dell,4,15000000,13200000,60000000,7200000
6278,16/05/2023,5,Miền Trung,Tai nghe,5,505000,275000,2525000,1150000
6279,16/11/2023,11,Miền Trung,Chuột quang,5,204000,110000,1020000,470000
6280,18/01/2023,1,Miền Nam,Chuột quang,1,194000,100000,194000,94000
6281,26/04/2023,4,Miền Nam,Laptop Dell,2,15150000,12000000,30300000,6300000
6282,12/09/2023,9,Miền Nam,Điện thoại,1,8080000,6000000,8080000,2080000
6283,23/08/2023,8,Miền Trung,Bàn phím,3,808000,550000,2424000,774000
6284,09/10/2023,10,Miền Trung,Bàn phím,4,768000,550000,3072000,872000
6285,14/07/2023,7,Miền Bắc,Điện thoại,1,8160000,6000000,8160000,2160000
6286,01/02/2023,2,Miền Nam,Chuột quang,1,208000,100000,208000,108000
6287,27/12/2023,12,Miền Bắc,Bàn phím,7,760000,500000,5320000,1820000
6288,13/07/2023,7,Miền Bắc,Tai nghe,3,500000,250000,1500000,750000
6289,01/11/2023,11,Miền Trung,Chuột quang,7,200000,110000,1400000,630000
6290,19/01/2023,1,Miền Bắc,Tai nghe,4,515000,250000,2060000,1060000
6291,24/02/2023,2,Miền Nam,Bàn phím,5,808000,500000,4040000,1540000
6292,18/08/2023,8,Miền Trung,Tai nghe,3,480000,275000,1440000,615000
6293,16/11/2023,11,Miền Bắc,Laptop Dell,3,14250000,12000000,42750000,6750000
6294,23/11/2023,11,Miền Nam,Laptop Dell,9,15000000,12000000,135000000,27000000
6295,24/03/2023,3,Miền Bắc,Laptop Dell,5,15300000,12000000,76500000,16500000
6296,22/06/2023,6,Miền Trung,Bàn phím,1,792000,550000,792000,242000
6297,10/06/2023,6,Miền Bắc,Tai nghe,1,475000,250000,475000,225000
6298,22/03/2023,3,Miền Trung,Laptop Dell,5,14250000,13200000,71250000,5250000
6299,16/02/2023,2,Miền Trung,Laptop Dell,3,15000000,13200000,45000000,5400000
6300,23/06/2023,6,Miền Nam,Điện thoại,2,8320000,6000000,16640000,4640000
6301,18/09/2023,9,Miền Nam,Chuột quang,4,196000,100000,784000,384000
6302,05/10/2023,10,Miền Bắc,Tai nghe,2,475000,250000,950000,450000
6303,13/08/2023,8,Miền Trung,Laptop Dell,5,15150000,13200000,75750000,9750000
6304,03/09/2023,9,Miền Nam,Laptop Dell,3,15300000,12000000,45900000,9900000
6305,01/07/2023,7,Miền Nam,Chuột quang,1,200000,100000,200000,100000
6306,15/09/2023,9,Miền Trung,Tai nghe,5,500000,275000,2500000,1125000
6307,12/02/2023,2,Miền Bắc,Bàn phím,7,768000,500000,5376000,1876000
6308,10/05/2023,5,Miền Trung,Điện thoại,2,7760000,6600000,15520000,2320000
6309,20/10/2023,10,Miền Nam,Bàn phím,5,768000,500000,3840000,1340000
6310,12/07/2023,7,Miền Trung,Laptop Dell,4,15600000,13200000,62400000,9600000
6311,14/09/2023,9,Miền Nam,Bàn phím,2,800000,500000,1600000,600000
6312,26/12/2023,12,Miền Bắc,Bàn phím,3,776000,500000,2328000,828000
6313,12/08/2023,8,Miền Trung,Bàn phím,1,808000,550000,808000,258000
6314,27/07/2023,7,Miền Nam,Tai nghe,1,505000,250000,505000,255000
6315,19/09/2023,9,Miền Nam,Tai nghe,2,515000,250000,1030000,530000
6316,27/05/2023,5,Miền Nam,Laptop Dell,1,15600000,12000000,15600000,3600000
6317,13/04/2023,4,Miền Nam,Bàn phím,4,832000,500000,3328000,1328000
6318,22/11/2023,11,Miền Trung,Chuột quang,4,198000,110000,792000,352000
6319,21/08/2023,8,Miền Trung,Chuột quang,1,190000,110000,190000,80000
6320,06/07/2023,7,Miền Trung,Bàn phím,4,808000,550000,3232000,1032000
6321,01/02/2023,2,Miền Bắc,Tai nghe,3,505000,250000,1515000,765000
6322,11/02/2023,2,Miền Nam,Chuột quang,5,202000,100000,1010000,510000
6323,16/04/2023,4,Miền Bắc,Bàn phím,5,760000,500000,3800000,1300000
6324,04/01/2023,1,Miền Trung,Chuột quang,5,200000,110000,1000000,450000
6325,23/04/2023,4,Miền Nam,Laptop Dell,2,14550000,12000000,29100000,5100000
6326,26/07/2023,7,Miền Nam,Tai nghe,3,485000,250000,1455000,705000
6327,25/11/2023,11,Miền Bắc,Laptop Dell,1,15300000,12000000,15300000,3300000
6328,02/06/2023,6,Miền Trung,Laptop Dell,1,14250000,13200000,14250000,1050000
6329,23/06/2023,6,Miền Trung,Tai nghe,1,505000,275000,505000,230000
6330,02/07/2023,7,Miền Trung,Điện thoại,1,7760000,6600000,7760000,1160000
6331,28/11/2023,11,Miền Nam,Tai nghe,3,495000,250000,1485000,735000
6332,14/10/2023,10,Miền Trung,Điện thoại,2,8000000,6600000,16000000,2800000
6333,27/08/2023,8,Miền Nam,Chuột quang,1,194000,100000,194000,94000
6334,09/09/2023,9,Miền Nam,Bàn phím,4,776000,500000,3104000,1104000
6335,17/02/2023,2,Miền Bắc,Laptop Dell,3,14850000,12000000,44550000,8550000
6336,11/04/2023,4,Miền Trung,Tai nghe,2,480000,275000,960000,410000
6337,06/02/2023,2,Miền Bắc,Chuột quang,7,202000,100000,1414000,714000
6338,08/03/2023,3,Miền Nam,Tai nghe,5,495000,250000,2475000,1225000
6339,22/11/2023,11,Miền Trung,Bàn phím,7,784000,550000,5488000,1638000
6340,21/11/2023,11,Miền Nam,Bàn phím,7,792000,500000,5544000,2044000
6341,27/12/2023,12,Miền Nam,Chuột quang,3,192000,100000,576000,276000
6342,05/07/2023,7,Miền Nam,Chuột quang,2,208000,100000,416000,216000
6343,20/06/2023,6,Miền Bắc,Bàn phím,1,832000,500000,832000,332000
6344,08/07/2023,7,Miền Bắc,Tai nghe,3,520000,250000,1560000,810000
6345,14/07/2023,7,Miền Trung,Tai nghe,1,475000,275000,475000,200000
6346,18/07/2023,7,Miền Bắc,Bàn phím,4,784000,500000,3136000,1136000
6347,24/04/2023,4,Miền Bắc,Điện thoại,4,7920000,6000000,31680000,7680000
6348,10/11/2023,11,Miền Nam,Tai nghe,4,515000,250000,2060000,1060000
6349,18/03/2023,3,Miền Trung,Điện thoại,4,8000000,6600000,32000000,5600000
6350,02/05/2023,5,Miền Bắc,Laptop Dell,2,15300000,12000000,30600000,6600000
6351,26/10/2023,10,Miền Nam,Điện thoại,2,8080000,6000000,16160000,4160000
6352,19/05/2023,5,Miền Trung,Điện thoại,3,8080000,6600000,24240000,4440000
6353,26/02/2023,2,Miền Trung,Điện thoại,3,7760000,6600000,23280000,3480000
6354,27/11/2023,11,Miền Trung,Chuột quang,9,208000,110000,1872000,882000
6355,19/07/2023,7,Miền Trung,Chuột quang,2,206000,110000,412000,192000
6356,17/09/2023,9,Miền Nam,Laptop Dell,4,14400000,12000000,57600000,9600000
6357,13/09/2023,9,Miền Nam,Điện thoại,5,7840000,6000000,39200000,9200000
6358,12/06/2023,6,Miền Trung,Tai nghe,4,480000,275000,1920000,820000
6359,27/03/2023,3,Miền Nam,Bàn phím,3,824000,500000,2472000,972000
6360,19/10/2023,10,Miền Bắc,Tai nghe,2,475000,250000,950000,450000
6361,07/05/2023,5,Miền Trung,Tai nghe,1,485000,275000,485000,210000
6362,03/01/2023,1,Miền Nam,Chuột quang,7,198000,100000,1386000,686000
6363,11/06/2023,6,Miền Bắc,Tai nghe,1,505000,250000,505000,255000
6364,19/01/2023,1,Miền Bắc,Chuột quang,1,208000,100000,208000,108000
6365,26/09/2023,9,Miền Bắc,Chuột quang,3,194000,100000,582000,282000
6366,05/04/2023,4,Miền Bắc,Điện thoại,1,8160000,6000000,8160000,2160000
6367,25/09/2023,9,Miền Bắc,Bàn phím,4,784000,500000,3136000,1136000
6368,22/07/2023,7,Miền Bắc,Chuột quang,1,200000,100000,200000,100000
6369,28/06/2023,6,Miền Trung,Điện thoại,4,8080000,6600000,32320000,5920000
6370,24/01/2023,1,Miền Bắc,Tai nghe,5,495000,250000,2475000,1225000
6371,18/05/2023,5,Miền Bắc,Laptop Dell,2,15600000,12000000,31200000,7200000
6372,18/06/2023,6,Miền Nam,Bàn phím,2,832000,500000,1664000,664000
6373,02/02/2023,2,Miền Trung,Tai nghe,9,485000,275000,4365000,1890000
6374,05/03/2023,3,Miền Nam,Tai nghe,2,490000,250000,980000,480000
6375,05/10/2023,10,Miền Nam,Điện thoại,5,8160000,6000000,40800000,10800000
6376,19/07/2023,7,Miền Bắc,Chuột quang,1,206000,100000,206000,106000
6377,14/01/2023,1,Miền Trung,Laptop Dell,9,15600000,13200000,140400000,21600000
6378,19/01/2023,1,Miền Trung,Tai nghe,9,500000,275000,4500000,2025000
6379,05/01/2023,1,Miền Bắc,Laptop Dell,4,14850000,12000000,59400000,11400000
6380,26/02/2023,2,Miền Bắc,Tai nghe,1,505000,250000,505000,255000
6381,21/08/2023,8,Miền Trung,Tai nghe,1,515000,275000,515000,240000
6382,23/09/2023,9,Miền Bắc,Điện thoại,5,8000000,6000000,40000000,10000000
6383,02/01/2023,1,Miền Nam,Chuột quang,3,196000,100000,588000,288000
6384,15/06/2023,6,Miền Bắc,Bàn phím,1,808000,500000,808000,308000
6385,03/08/2023,8,Miền Trung,Chuột quang,5,194000,110000,970000,420000
6386,18/09/2023,9,Miền Bắc,Bàn phím,3,816000,500000,2448000,948000
6387,07/02/2023,2,Miền Bắc,Điện thoại,7,7920000,6000000,55440000,13440000
6388,16/10/2023,10,Miền Nam,Chuột quang,3,192000,100000,576000,276000
6389,03/02/2023,2,Miền Nam,Điện thoại,8,7760000,6000000,62080000,14080000
6390,24/01/2023,1,Miền Trung,Laptop Dell,5,15000000,13200000,75000000,9000000
6391,27/10/2023,10,Miền Bắc,Bàn phím,2,792000,500000,1584000,584000
6392,02/08/2023,8,Miền Trung,Chuột quang,2,196000,110000,392000,172000
6393,01/04/2023,4,Miền Bắc,Bàn phím,4,808000,500000,3232000,1232000
6394,13/09/2023,9,Miền Bắc,Điện thoại,2,7760000,6000000,15520000,3520000
6395,11/12/2023,12,Miền Nam,Chuột quang,5,204000,100000,1020000,520000
6396,11/05/2023,5,Miền Nam,Tai nghe,4,510000,250000,2040000,1040000
6397,22/08/2023,8,Miền Trung,Laptop Dell,5,14850000,13200000,74250000,8250000
6398,05/10/2023,10,Miền Bắc,Điện thoại,4,7680000,6000000,30720000,6720000
6399,24/06/2023,6,Miền Bắc,Tai nghe,1,480000,250000,480000,230000
6400,05/09/2023,9,Miền Trung,Laptop Dell,4,15600000,13200000,62400000,9600000
6401,15/11/2023,11,Miền Trung,Chuột quang,8,206000,110000,1648000,768000
6402,03/08/2023,8,Miền Trung,Chuột quang,3,200000,110000,600000,270000
6403,01/07/2023,7,Miền Nam,Bàn phím,4,768000,500000,3072000,1072000
6404,18/04/2023,4,Miền Nam,Điện thoại,2,8000000,6000000,16000000,4000000
6405,09/08/2023,8,Miền Trung,Tai nghe,3,500000,275000,1500000,675000
6406,07/06/2023,6,Miền Bắc,Laptop Dell,1,15150000,12000000,15150000,3150000
6407,10/10/2023,10,Miền Trung,Laptop Dell,4,14400000,13200000,57600000,4800000
6408,08/08/2023,8,Miền Bắc,Bàn phím,4,824000,500000,3296000,1296000
6409,20/06/2023,6,Miền Trung,Laptop Dell,4,14400000,13200000,57600000,4800000
6410,09/05/2023,5,Miền Bắc,Tai nghe,3,495000,250000,1485000,735000
6411,22/10/2023,10,Miền Trung,Bàn phím,1,768000,550000,768000,218000
6412,06/05/2023,5,Miền Trung,Bàn phím,4,760000,550000,3040000,840000
6413,13/07/2023,7,Miền Bắc,Bàn phím,1,784000,500000,784000,284000
6414,25/10/2023,10,Miền Bắc,Tai nghe,2,495000,250000,990000,490000
6415,21/09/2023,9,Miền Nam,Bàn phím,2,824000,500000,1648000,648000
6416,15/02/2023,2,Miền Trung,Chuột quang,1,202000,110000,202000,92000
6417,22/02/2023,2,Miền Bắc,Điện thoại,5,7920000,6000000,39600000,9600000
6418,08/03/2023,3,Miền Nam,Laptop Dell,4,15600000,12000000,62400000,14400000
6419,18/09/2023,9,Miền Bắc,Chuột quang,5,202000,100000,1010000,510000
6420,14/01/2023,1,Miền Bắc,Chuột quang,1,196000,100000,196000,96000
6421,25/11/2023,11,Miền Nam,Laptop Dell,3,15300000,12000000,45900000,9900000
6422,02/11/2023,11,Miền Nam,Chuột quang,1,194000,100000,194000,94000
6423,24/01/2023,1,Miền Trung,Điện thoại,7,8320000,6600000,58240000,12040000
6424,27/10/2023,10,Miền Nam,Điện thoại,4,7840000,6000000,31360000,7360000
6425,18/09/2023,9,Miền Nam,Chuột quang,4,192000,100000,768000,368000
6426,05/08/2023,8,Miền Nam,Điện thoại,2,8080000,6000000,16160000,4160000
